# Undirected graph (each unordered pair of nodes is saved once): data/preprocessed_01/63.txt
# Preprocessed on 2016-04-26T13:14:30.149613
# Nodes: 1024 Edges: 2367
# NodeId	NodeId
2048	7893
1	3
1	6
1	32
1	33
1	34
1	46
1	48
1	49
1	70
1	71
1	90
1	109
1	111
1	140
1	144
1	157
1	174
1	286
1	293
1	557
1	613
1	625
1	701
1	714
1	1236
1	1239
1	1673
1	1740
1	1830
1	1842
1	1913
1	2024
1	2041
1	2511
1	2637
1	2714
1	2914
1	3257
1	3303
1	3404
1	3448
1	3450
1	3452
1	3479
1	3527
1	3557
1	3561
1	3614
1	3680
1	3720
1	3739
1	3749
1	3847
1	3857
1	4151
1	4200
1	4310
1	4355
1	4454
1	4511
1	4544
1	4550
1	4583
1	4648
1	4766
1	4780
1	4911
1	4926
1	5000
1	5388
1	5413
1	5462
1	5661
1	5684
1	5693
1	5723
1	5727
1	5737
1	6059
1	6203
1	6227
1	6245
1	6394
1	6433
1	6553
1	6597
1	6949
1	7015
1	7016
1	7068
1	7152
1	7176
1	7203
1	7430
1	7462
1	7838
1	7884
1	8043
1	8143
1	10355
1	10553
9	5050
13	668
13	7170
16	293
17	701
17	1323
8210	8264
22	668
22	7170
26	145
26	1785
27	145
27	2548
31	226
31	293
33	701
33	2914
34	3932
38	145
38	293
38	1224
38	1225
38	5646
41	297
43	293
43	1785
45	293
46	293
46	701
48	48
48	668
50	293
50	3450
52	1852
52	3561
55	145
55	10466
2108	5391
2116	3220
70	3527
71	701
71	786
71	1270
71	1290
71	1755
71	3300
71	3758
72	5551
8267	8267
81	701
81	1239
81	6250
4178	5713
83	668
83	7170
4181	4181
87	1225
87	6402
88	293
88	1740
90	701
90	1239
4197	4694
2150	2150
2150	3561
103	145
103	293
103	5646
103	7326
6248	6248
109	109
109	701
109	2548
114	278
114	297
114	701
114	3354
114	3561
114	7362
114	8090
2933	2933
2933	3561
2933	5763
6263	6263
125	3847
4222	6377
127	127
127	226
127	297
131	701
131	1852
131	3561
4230	6453
4231	4969
137	137
137	5441
140	701
145	160
145	194
145	195
145	217
145	225
145	237
145	293
145	297
145	1224
145	1312
145	1706
145	1909
145	3112
145	3128
145	3561
145	5050
145	6200
145	7377
25	293
25	1852
25	5653
157	1239
159	600
159	3112
160	5646
4258	4258
6172	6327
174	286
174	293
174	297
174	701
174	1239
174	1290
174	1673
174	1740
174	1932
174	2056
174	2529
174	2548
174	2554
174	2914
174	3356
174	3561
174	3847
174	3957
174	4200
174	4544
174	5413
174	6071
174	6113
174	6195
174	6303
174	7068
174	7884
174	7922
174	8013
174	8355
175	668
6320	6461
6320	8001
6332	6342
6332	8151
6332	10436
6335	6335
194	3561
195	1227
195	1740
4293	4293
6347	6428
6347	7258
6347	8180
6347	10621
3789	3789
3789	5646
210	1239
217	293
217	5006
4314	5696
224	2603
225	225
225	1239
225	7066
226	293
226	1740
226	2150
226	3847
226	7397
6371	6471
6371	7303
2276	3354
2276	3561
8422	8422
237	2685
237	3561
237	7016
239	549
6392	6392
6402	6402
4355	6983
4358	4358
4358	5646
4358	5696
4358	6081
268	3561
271	577
6427	6427
286	286
286	293
286	297
286	517
286	568
286	668
286	701
286	702
286	790
286	1673
286	1740
286	1741
286	1746
286	1755
286	1800
286	1836
286	1890
286	1891
286	1899
286	1901
286	2041
286	2110
286	2116
286	2118
286	2497
286	2548
286	2551
286	2610
286	2828
286	2914
286	3220
286	3245
286	3257
286	3300
286	3320
286	3333
286	3356
286	3407
286	3491
286	3561
286	3847
286	3951
286	3967
286	4000
286	4006
286	4200
286	4436
286	4540
286	4565
286	5388
286	5400
286	5696
286	6066
286	6113
286	6172
286	6461
286	6660
286	7170
288	297
288	1890
291	293
292	293
293	297
293	513
293	568
293	577
293	668
293	683
293	701
293	1225
293	1239
293	1275
293	1673
293	1740
293	1746
293	1800
293	1852
293	2041
293	2548
293	2551
293	2685
293	2698
293	2828
293	2914
293	2917
293	3152
293	3257
293	3320
293	3354
293	3356
293	3380
293	3407
293	3428
293	3429
293	3431
293	3491
293	3561
293	3720
293	3847
293	3932
293	3951
293	3967
293	4000
293	4006
293	4136
293	4183
293	4200
293	4436
293	4540
293	4544
293	4565
293	5378
293	5462
293	5646
293	5683
293	5696
293	6113
293	6172
293	6200
293	6259
293	6261
293	6461
293	6660
293	6716
293	6939
293	7066
293	7170
293	7194
293	7922
297	668
297	701
297	786
297	1239
297	1673
297	1740
297	1800
297	1842
297	2513
297	2914
297	3488
297	3561
297	3847
297	5413
297	6629
299	1852
6453	6661
6453	6677
6453	6762
6453	7473
6453	8220
6453	8297
6453	8346
6461	6939
6461	7374
6463	6463
6463	7788
6463	7992
1760	4544
1760	4983
6467	6983
2381	3128
2381	5646
2381	7050
4433	4433
4433	7637
4436	5856
7567	7567
6203	6203
6203	7018
4454	6382
4454	6383
6503	8007
2110	3561
4470	4470
4470	7445
378	3339
7915	10609
3900	3900
3900	8043
6553	6553
6553	10348
68	293
4509	6327
4513	4513
2118	2118
2118	2578
2118	2820
2118	3316
6568	6762
4527	5646
4544	5413
4544	6245
2497	2497
2497	2526
2497	2914
2497	3561
2497	3847
2497	4703
2497	4713
2497	4716
2497	4725
2497	4732
2497	4774
2497	7501
2497	7518
2498	2907
2500	2500
2500	2504
2500	2506
2500	2508
2500	2516
2500	2520
2500	2907
2500	3561
2501	2907
2503	2907
2504	2907
2505	2907
2505	3429
2506	2907
2508	2907
2510	3561
2510	4704
2510	4722
2511	2513
2513	2513
2513	2516
2513	3510
2513	4729
2514	2516
2514	2521
2514	4694
5539	5539
2516	2516
2516	2519
2516	2521
2516	2526
2516	2527
2516	2529
2516	2554
2516	3561
2516	4459
2516	4673
2516	4702
2516	4703
2516	4704
2516	4725
2516	4732
2516	7501
4565	5413
4565	6113
4565	6317
4565	7152
2520	2907
2521	2521
2521	3561
2521	4702
2521	4716
2521	4725
2521	7502
2526	2526
2527	2527
2527	4774
2529	2529
2529	3561
2529	3967
2529	5417
2529	5459
6629	6629
4583	4583
6638	6638
4595	4595
2548	2914
2548	2933
2548	3561
2548	3799
2548	4010
2548	4198
2548	4989
2548	5049
2548	5097
2548	5378
2548	5409
2548	5561
2548	5595
2548	5669
2548	6226
2548	6302
2548	6448
2548	6640
2548	6830
2548	7115
2548	7132
2548	7293
2548	7734
2548	8442
2548	10355
2548	10399
2548	10424
2549	6503
2551	2914
2551	3561
2551	5378
2551	5413
2551	5571
2551	6996
2553	3447
4609	4637
4609	7582
517	1755
517	3257
2568	2568
4618	6453
4183	5621
2572	3390
2572	7018
5549	5549
5549	6751
2578	3561
4628	4628
4628	4774
4628	7473
2588	5377
2593	6664
549	577
549	808
549	6241
549	6407
549	6553
2140	2140
2140	2685
2602	6661
2603	3300
2603	5377
2603	5413
557	701
2609	6762
2611	3561
2611	5417
568	721
568	724
568	1239
568	1673
568	1740
568	1913
568	2914
568	3561
568	3847
568	4200
4668	7561
6719	6772
6719	6893
577	577
577	684
577	800
577	803
577	852
577	854
577	855
577	2652
577	3561
577	6453
577	6463
577	7122
4678	4694
4682	4682
4682	4700
4682	4722
4682	4774
6735	6735
4694	7501
4694	7518
600	3112
600	3561
600	3847
600	6640
600	7888
2652	2652
6754	6754
613	613
613	6347
4713	4713
6762	7303
4716	7514
2493	2493
2493	2652
2493	3561
2493	4470
2493	5765
2493	6453
2493	6537
2493	6638
2493	7445
2493	7734
2493	7788
2493	8160
2493	10400
4722	4722
4722	4725
4725	4725
6774	6774
6250	6250
2686	3339
2686	5459
4736	4736
4738	7474
4740	4740
4740	7474
4742	5727
6799	6799
2706	2706
2706	4774
2707	3561
6805	6878
4763	4768
668	1239
668	1673
668	1740
668	2914
668	3561
668	3847
668	5856
668	5872
668	7170
4766	7561
6597	6597
4768	4768
4768	6453
679	1853
679	2686
681	681
681	4648
681	4763
681	4768
683	1225
683	3847
6829	6873
10355	10355
701	701
701	702
701	703
701	705
701	814
701	816
701	1236
701	1239
701	1270
701	1280
701	1673
701	1740
701	1744
701	1746
701	1760
701	1800
701	1830
701	1982
701	2003
701	2015
701	2041
701	2276
701	2497
701	2548
701	2551
701	2647
701	2648
701	2685
701	2697
701	2706
701	2828
701	2871
701	2899
701	2905
701	2911
701	2917
701	2933
701	2941
701	3286
701	3302
701	3336
701	3356
701	3384
701	3403
701	3407
701	3448
701	3479
701	3491
701	3493
701	3549
701	3557
701	3561
701	3591
701	3593
701	3614
701	3700
701	3739
701	3742
701	3751
701	3799
701	3803
701	3820
701	3847
701	3855
701	3900
701	3951
701	3967
701	3976
701	4006
701	4058
701	4136
701	4151
701	4183
701	4195
701	4200
701	4231
701	4277
701	4279
701	4310
701	4314
701	4355
701	4356
701	4364
701	4374
701	4433
701	4436
701	4511
701	4540
701	4544
701	4565
701	4583
701	4587
701	4637
701	4694
701	4722
701	4908
701	4911
701	4958
701	4969
701	4979
701	4983
701	4996
701	5000
701	5003
701	5049
701	5056
701	5076
701	5089
701	5378
701	5413
701	5462
701	5486
701	5588
701	5594
701	5645
701	5646
701	5650
701	5668
701	5669
701	5683
701	5684
701	5705
701	5713
701	5727
701	5737
701	5738
701	5754
701	5763
701	5778
701	6064
701	6066
701	6067
701	6081
701	6082
701	6095
701	6113
701	6130
701	6181
701	6195
701	6201
701	6203
701	6223
701	6225
701	6226
701	6227
701	6245
701	6248
701	6283
701	6301
701	6303
701	6317
701	6319
701	6335
701	6347
701	6354
701	6371
701	6372
701	6394
701	6404
701	6419
701	6437
701	6453
701	6459
701	6461
701	6467
701	6482
701	6499
701	6554
701	6582
701	6589
701	6597
701	6664
701	6745
701	6790
701	6859
701	6983
701	6993
701	7029
701	7046
701	7115
701	7148
701	7151
701	7178
701	7183
701	7194
701	7203
701	7260
701	7281
701	7303
701	7317
701	7362
701	7374
701	7430
701	7474
701	7792
701	7837
701	7862
701	7876
701	7915
701	8015
701	8043
701	8070
701	8079
701	8090
701	8143
701	8156
701	8188
701	8517
701	10275
701	10363
701	10368
701	10424
701	10440
701	10553
702	702
702	703
702	1103
702	1267
702	1270
702	1299
702	1653
702	1755
702	1759
702	1849
702	1890
702	2007
702	2603
702	2822
702	2871
702	2917
702	3242
702	3244
702	3259
702	3286
702	3300
702	3302
702	3328
702	3333
702	3336
702	4000
702	5377
702	5401
702	5409
702	5430
702	5490
702	5556
702	5590
702	6696
702	6727
702	6735
702	6754
702	6900
702	8243
702	8298
6852	6852
714	6347
715	1239
2764	3409
2764	4739
719	790
719	3336
6870	6870
7973	7973
3366	3366
745	1913
745	3561
6900	6900
760	1853
760	2494
762	1326
763	3561
764	1759
766	3300
766	6813
6912	6912
2820	2820
2820	6453
6922	7018
2828	2914
2828	3561
2828	4200
2828	5097
2828	5413
786	1213
786	1800
786	1849
786	4589
786	5459
786	6453
6949	6949
5687	5687
2860	4005
2860	5516
814	815
814	3602
814	7189
816	816
816	3602
816	5688
