# Undirected graph (each unordered pair of nodes is saved once): results/snap/min/min1.txt
# Minimal graph fromresults/snap/oregon1-9DCS_GREEDY.txt
# Nodes: 77 Edges: 973
# NodeId	NodeId
6461	6730
6461	7018
6461	7170
6461	7911
6461	7922
6461	8070
6461	8220
6461	8297
6461	8918
6461	9057
6461	12076
6461	13646
7018	7170
7018	7922
7018	8070
8070	12076
8220	8297
8220	8918
8297	9057
8918	9057
3549	3561
3549	3914
3549	3967
3549	4006
3549	4200
3549	4323
3549	4436
3549	4513
3549	4565
3549	5000
3549	5511
3549	5650
3549	6066
3549	6079
3549	6172
3549	6259
3549	6395
3549	6402
3549	6427
3549	6453
3549	6461
3549	6730
3549	7018
3549	7170
3549	7194
3549	7911
3549	7922
3549	8070
3549	8297
3549	8918
3549	9057
3549	13646
3561	3914
3561	3932
3561	3967
3561	4006
3561	4200
3561	4436
3561	4513
3561	4540
3561	4544
3561	4565
3561	5000
3561	5056
3561	5400
3561	5511
3561	5650
3561	5696
3561	6079
3561	6172
3561	6259
3561	6461
3561	6730
3561	7018
3561	7194
3561	7911
3561	8070
3561	8297
3561	12076
3561	13646
3914	4513
3914	6395
3914	6427
3914	6461
3914	8918
3967	4006
3967	4513
3967	5056
3967	6395
3967	6453
3967	6461
3967	7018
3967	8918
3967	12076
3967	13646
4006	4200
4006	4323
4006	4436
4006	4513
4006	4544
4006	4565
4006	5696
4006	6079
4006	6172
4006	6259
4006	6461
4006	7018
4006	7170
4006	7922
4006	8918
4006	12076
4200	4513
4200	4540
4200	6461
4200	7018
4323	4513
4323	5056
4323	6395
4323	6461
4323	7018
4323	8918
4436	4513
4436	5056
4436	6395
4436	6461
4436	8918
4513	4540
4513	4544
4513	4565
4513	5056
4513	5390
4513	5400
4513	5413
4513	5462
4513	5511
4513	5650
4513	5696
4513	6079
4513	6172
4513	6259
4513	6395
4513	6402
4513	6427
4513	6461
4513	6730
4513	7018
4513	7170
4513	7194
4513	7911
4513	7922
4513	8070
4513	8220
4513	8918
4513	9057
4513	13646
4565	5056
4565	6395
4565	6427
4565	6461
4565	7018
4565	8918
5000	5696
5000	6395
5000	6461
5000	7018
5511	6453
5511	6461
5511	8297
5511	9057
5511	13646
5650	5696
5650	6395
5650	6427
5650	6461
6066	6461
6079	6395
6079	6427
6079	6461
6079	8918
6172	6395
6172	6427
6172	6453
6172	6461
6172	7018
6259	6395
6259	6427
6259	6461
6259	7018
6259	8918
6395	6402
6395	6427
6395	6453
6395	6461
6395	7018
6395	7194
6395	7911
6395	7922
6395	8070
6395	8918
6395	13646
6402	6427
6402	6461
6402	7018
6427	6461
6427	7170
6427	7194
6427	7922
6453	6461
6453	7018
6453	8070
6453	8297
6453	12076
7911	8918
7922	8918
3932	4006
3932	4200
3932	4513
3932	5056
3932	6066
3932	6395
3932	6427
3932	6461
3932	7018
3932	8918
4540	6066
4540	6461
4544	5056
4544	6066
4544	6395
4544	6427
4544	6453
4544	6461
4544	7018
4544	7911
4544	8918
5056	6259
5056	6395
5056	6402
5056	6461
5056	7018
5056	7194
5056	7911
5056	8918
5400	5413
5400	6461
5400	6730
5400	7018
5400	8297
5400	8918
5696	6066
5696	6395
5696	7018
5696	8918
5696	13646
6730	8918
6730	13646
5413	6461
5413	6730
5413	8220
5413	8297
5462	6395
5462	6461
5462	8297
5462	8918
5462	9057
2914	3257
2914	3292
2914	3303
2914	3320
2914	3356
2914	3491
2914	3549
2914	3561
2914	3914
2914	3932
2914	3967
2914	4006
2914	4200
2914	4436
2914	4513
2914	4540
2914	4544
2914	4565
2914	5000
2914	5390
2914	5413
2914	5462
2914	5511
2914	5650
2914	5696
2914	6066
2914	6079
2914	6172
2914	6259
2914	6395
2914	6402
2914	6427
2914	6453
2914	6461
2914	7018
2914	7170
2914	7194
2914	7911
2914	7922
2914	8070
2914	8220
2914	8918
2914	12076
3257	3292
3257	3320
3257	3333
3257	3356
3257	3549
3257	3914
3257	3932
3257	3967
3257	4323
3257	4436
3257	4513
3257	4544
3257	4565
3257	5000
3257	5056
3257	5390
3257	5400
3257	5413
3257	5462
3257	5511
3257	5650
3257	5696
3257	6079
3257	6172
3257	6259
3257	6395
3257	6402
3257	6427
3257	6461
3257	6730
3257	7018
3257	7170
3257	7922
3257	8220
3257	8918
3257	9057
3257	13646
3303	3333
3303	3356
3303	3549
3303	3561
3303	4513
3303	6461
3303	6730
3303	7018
3303	8918
3320	3333
3320	3549
3320	4513
3320	6453
3320	6461
3320	7018
3320	8297
3320	8918
3356	3491
3356	3549
3356	3561
3356	3914
3356	3932
3356	3967
3356	4006
3356	4200
3356	4436
3356	4513
3356	4544
3356	4565
3356	5000
3356	5462
3356	5511
3356	5650
3356	5696
3356	6079
3356	6172
3356	6259
3356	6395
3356	6402
3356	6427
3356	6461
3356	7018
3356	7170
3356	7194
3356	7911
3356	7922
3356	8070
3356	8220
3356	8918
3356	9057
3491	3549
3491	3932
3491	4006
3491	4513
3491	5056
3491	6079
3491	6395
3491	6427
3491	6453
3491	6461
5390	5413
5390	5511
5390	6395
5390	6453
5390	6461
5390	8297
5390	8918
