# Directed graph: as-caida20070205.txt
# The CAIDA AS Relationships Dataset, from 02 05 2007
# Relationships:	-1 (<FromNodeId> is a customer of <ToNodeId>)
# 			1 (<FromNodeId> is a provider of <ToNodeId>)
# 			0 (<FromNodeId> and <ToNodeId> are peers)
# 			2 (<FromNodeId> and <ToNodeId> are siblings (the same organization).)
# Nodes:24142	Edges: 98400
# FromNodeId        ToNodeId	Relationship
8563	2914	-1
8563	21414	-1
8563	21482	1
8563	3277	0
8563	4323	-1
28801	8422	-1
28801	8220	-1
5006	20283	1
5006	21902	1
5006	25637	1
5006	17162	1
5006	18581	1
5006	16904	1
5006	21730	1
5006	32461	1
5006	14219	1
5006	7018	-1
5006	1347	2
5006	33111	1
5006	57	1
5006	26021	1
5006	23359	1
5006	19039	1
5006	21951	1
5006	7792	1
5006	10337	1
5006	29847	1
5006	18699	1
5006	32110	1
5006	7973	1
5006	18723	1
5006	36784	1
5006	36010	1
5006	33362	1
5006	30220	1
5006	10765	1
5006	78	1
5006	15011	1
5006	40032	1
5006	25720	1
5006	701	-1
5006	15100	1
5006	21573	1
5006	8148	1
5006	15267	1
5006	26557	1
5006	3679	1
5006	14738	1
5006	555	1
5006	32907	1
5006	11544	1
8434	34556	1
8434	24819	1
8434	39052	1
8434	2119	1
8434	16150	-1
8434	30798	1
8434	29506	1
8434	39242	1
8434	28942	1
8434	24959	1
8434	3303	0
8434	39324	1
8434	3293	1
8434	34244	1
8434	13237	0
8434	21171	1
8434	34946	1
8434	1257	-1
8434	15793	1
8434	28908	1
8434	15950	1
8434	20798	1
8434	12384	1
8434	25196	1
8434	702	0
8434	8624	1
8434	174	-1
8434	21200	1
8434	20883	1
8434	24713	1
8434	13243	1
8434	20904	1
8434	8210	-1
8434	28726	1
8434	2603	1
8434	31024	1
8434	20513	1
8434	25387	1
8434	13177	1
8434	25475	1
8434	41808	1
8434	3356	-1
8434	29422	1
8434	25217	1
8434	13189	1
29429	8447	-1
29429	8220	-1
27850	26608	-1
31922	17054	-1
18581	6395	-1
18581	5006	-1
38255	4750	-1
38255	4621	-1
7652	4825	1
7652	17409	-1
35097	6830	-1
35097	21040	-1
22537	701	-1
22537	21637	-1
22537	23126	-1
41336	25328	-1
12798	8851	-1
17773	17633	-1
17773	4837	-1
17773	9800	-1
1785	27344	1
1785	30552	1
1785	18564	1
1785	21704	1
1785	30397	1
1785	3303	0
1785	22252	1
1785	39940	1
1785	11931	1
1785	11452	1
1785	25911	1
1785	32401	1
1785	22597	1
1785	25816	1
1785	21600	1
1785	13237	0
1785	6316	2
1785	2516	0
1785	26055	1
1785	22077	1
1785	10493	1
1785	22117	1
1785	17344	1
1785	19674	1
1785	33480	1
1785	31887	1
1785	33319	1
1785	20286	1
1785	6939	-1
1785	6260	1
1785	11701	1
1785	23484	1
1785	701	-1
1785	4017	1
1785	174	-1
1785	29934	1
1785	22704	1
1785	22198	1
1785	11686	0
1785	30312	1
1785	26727	1
1785	11534	1
1785	3356	-1
1785	18993	1
1785	36637	1
1785	13334	1
1785	30580	1
1785	30544	1
1785	88	1
1785	15152	1
1785	36378	1
1785	33202	1
1785	30566	1
1785	32731	1
1785	16670	1
1785	3491	0
1785	26881	1
1785	6493	1
1785	2568	1
1785	36636	1
1785	31836	1
1785	11494	1
1785	16500	1
1785	16521	1
1785	22783	1
1785	35927	1
1785	13926	1
1785	33531	1
1785	22008	1
1785	1668	0
1785	26294	1
1785	14322	1
1785	11410	1
1785	32019	1
1785	32524	1
1785	35868	1
1785	30318	1
1785	26735	1
1785	29922	1
1785	14053	1
1785	17019	1
1785	29941	1
1785	31924	1
1785	16554	1
1785	32271	1
1785	36605	1
1785	40223	1
1785	25774	1
8419	6461	0
8419	8943	-1
8419	5400	-1
8419	29446	1
8419	19151	0
8419	6939	0
8419	3213	0
33919	16075	-1
33919	24971	-1
30266	6130	-1
30266	3561	-1
18471	1239	-1
18471	3561	-1
9363	18140	-1
9363	10026	-1
18324	4766	-1
17145	701	-1
17145	1239	-1
26844	1239	-1
41183	5483	-1
16590	6128	-1
27480	701	-1
27480	2828	-1
29030	34224	-1
29030	12615	-1
29030	9127	-1
41261	29319	-1
18860	701	-1
19092	2828	-1
19092	36081	1
19092	10947	1
19092	22629	1
19092	16503	1
19092	11961	1
19092	3833	1
19092	29870	1
19092	6521	1
19092	13370	1
19092	21864	1
19092	30110	1
19092	4043	1
19092	21947	1
19092	22936	1
19092	32203	1
19092	15219	1
19092	32356	1
19092	8057	1
19092	7462	1
19092	40281	1
19092	15267	1
19092	6539	-1
19092	210	1
19092	32909	1
19092	32865	1
19092	32311	1
19092	19800	1
19092	23492	1
19092	3356	-1
19092	12009	1
19092	30583	1
19092	33588	1
24783	8342	-1
24783	39713	1
24783	20485	-1
19720	6128	-1
40155	701	-1
40155	3356	-1
12093	174	-1
12093	26677	-1
16355	2686	-1
16355	8220	-1
1244	701	-1
1244	174	-1
29393	7181	-1
25953	1239	-1
25953	174	-1
7816	7018	-1
21836	10933	-1
21836	209	-1
35309	6461	-1
40037	174	-1
40037	3549	-1
21215	29163	1
21215	15982	-1
21215	34404	1
21215	31161	1
21215	8400	-1
21215	13091	-1
4358	701	-1
4358	14047	1
4358	33230	1
4358	15294	1
4358	3356	-1
4358	13475	1
14729	17113	-1
14729	14742	-1
39508	1764	-1
39508	13646	-1
34821	20485	-1
16410	701	-1
16410	6395	-1
28828	12595	-1
28828	286	-1
11648	7332	-1
11648	2647	-1
16622	7228	-1
23788	4721	-1
23788	4713	-1
25867	577	-1
25867	15290	-1
20398	6128	-1
13334	19029	-1
13334	1785	-1
34494	24724	-1
33505	701	-1
33505	2828	-1
21363	9116	-1
21363	5486	-1
14610	6461	-1
14610	13789	-1
14610	3356	-1
32854	1239	-1
32854	3549	-1
11427	12270	1
11427	36037	1
11427	33489	1
11427	17291	1
11427	36235	1
11427	33484	1
11427	1668	-1
11427	33342	1
11427	2933	1
11427	40049	1
11427	33151	1
11427	30119	1
11427	27325	1
11427	20467	1
11427	22028	1
11427	14668	1
11427	36097	1
11427	4323	-1
11427	29739	1
11427	29753	1
11427	40061	1
11427	17016	1
11427	3356	-1
11427	10500	1
22961	701	-1
22961	7018	-1
33090	701	-1
15874	174	-1
15874	6453	0
15874	20562	-1
31359	34894	1
31359	35815	1
31359	39073	1
31359	8342	-1
31359	12685	1
31359	20485	-1
26831	701	-1
