# Undirected graph (each unordered pair of nodes is saved once): results/snap/as-caidaDCS_LP/as-caidaLP6.txt
# Minimal graph fromresults/snap/as-caidaDCS_LP.txt
# Nodes: 56 Edges: 519
# NodeId	NodeId
8966	15412
4637	4651
4637	4755
4637	4766
4637	4775
4637	4788
4637	5400
4637	5511
4637	5650
4637	6128
4637	6453
4637	6461
4637	6762
4637	6939
4637	7132
4637	7473
4637	8966
4637	9299
4637	9583
4637	10026
4637	12222
4637	12956
4637	15169
4637	15412
4637	20940
4637	22773
4651	6453
4651	7473
4755	5400
4755	6461
4755	6762
4755	7018
4755	9583
4766	6762
4766	7018
4766	12956
4775	6453
4775	7018
4775	7473
4788	5511
4788	6453
4788	6939
5400	5511
5400	6453
5400	6461
5400	6762
5400	6939
5400	7018
5400	12956
5511	6453
5511	6461
5511	6762
5511	7018
5511	7132
5511	7473
5511	10026
5511	12956
5650	6939
5650	7018
6128	6461
6128	6762
6128	6939
6128	12956
6453	6461
6453	6762
6453	6939
6453	7018
6453	7132
6453	7473
6453	9299
6453	12956
6453	15169
6461	6762
6461	6939
6461	7018
6461	7132
6461	8928
6461	8966
6461	12956
6461	15169
6762	6939
6762	7132
6762	7473
6762	12956
6762	15169
6762	15412
6762	22773
6762	23148
6939	7132
6939	7473
6939	8928
6939	8966
6939	12222
6939	12956
6939	15169
6939	15412
6939	20940
6939	22773
7132	12956
7473	12956
9304	9930
9304	10026
9304	15412
10026	20940
12956	15169
12956	20940
12956	22773
7018	22773
7018	23148
701	1239
701	1273
701	1299
701	1668
701	2828
701	2914
701	3303
701	3356
701	3491
701	3549
701	3561
701	3573
701	4134
701	4637
701	4755
701	4766
701	4775
701	4788
701	5400
701	5511
701	5650
701	6128
701	6432
701	6453
701	6461
701	6762
701	7018
701	9299
701	9583
701	12222
701	12956
1239	1299
1239	1668
1239	2828
1239	2914
1239	3257
1239	3303
1239	3320
1239	3356
1239	3491
1239	3549
1239	3561
1239	4134
1239	4323
1239	4637
1239	4766
1239	4775
1239	4788
1239	5400
1239	5511
1239	5650
1239	6128
1239	6432
1239	6453
1239	6461
1239	7018
1239	7132
1239	7473
1239	8167
1239	8928
1239	9304
1239	12222
1239	12956
1239	23148
1299	1668
1299	2828
1299	2914
1299	3257
1299	3303
1299	3356
1299	3491
1299	3549
1299	3561
1299	5511
1299	5713
1299	6432
1299	6453
1299	6461
1299	6762
1299	7018
1299	12956
2828	2914
2828	3257
2828	3320
2828	3356
2828	3491
2828	3549
2828	3561
2828	4134
2828	4637
2828	5511
2828	6453
2828	6461
2828	6939
2828	7018
2828	7132
2914	3257
2914	3303
2914	3320
2914	3356
2914	3491
2914	3549
2914	3561
2914	4134
2914	4323
2914	4766
2914	4788
2914	5400
2914	5511
2914	5650
2914	6453
2914	6461
2914	6762
2914	6939
2914	7018
2914	9299
2914	9304
2914	9930
2914	10026
2914	12956
2914	15412
2914	22773
3303	3320
3303	3356
3303	3491
3303	3549
3303	4134
3303	4637
3303	4766
3303	5400
3303	5650
3303	6453
3303	6461
3303	6762
3303	6939
3303	7132
3303	7473
3303	8928
3303	12956
3303	15169
3303	15412
3303	22773
3356	3549
3356	3561
3356	4323
3356	4637
3356	4766
3356	4788
3356	5400
3356	5511
3356	5650
3356	6128
3356	6432
3356	6453
3356	6461
3356	6762
3356	6939
3356	7018
3356	7473
3356	10026
3356	12222
3356	12956
3356	15169
3356	15412
3356	22773
3491	3561
3491	4323
3491	4637
3491	4788
3491	5400
3491	5650
3491	5713
3491	6432
3491	6762
3491	6939
3491	7018
3491	8966
3491	9304
3491	9930
3491	10026
3491	12956
3491	15169
3491	15412
3549	3561
3549	4134
3549	4323
3549	4637
3549	4651
3549	4755
3549	5511
3549	5650
3549	6432
3549	6453
3549	6461
3549	7018
3549	7473
3549	9304
3549	10026
3549	12956
3549	20940
3549	23148
3561	4134
3561	4755
3561	5400
3561	5511
3561	5650
3561	6128
3561	6453
3561	6461
3561	6762
3561	7018
3561	7132
3561	7473
3561	8928
3561	8966
3561	12956
3561	15169
3561	15412
3573	4637
3573	7018
4134	4637
4134	5511
4134	6453
4134	6461
4134	6939
4134	7018
4134	12956
6432	6453
6432	6461
6432	6939
6432	7018
6432	12956
1668	2828
1668	2914
1668	3257
1668	3320
1668	3356
1668	3491
1668	3549
1668	3561
1668	4323
1668	4637
1668	5400
1668	5511
1668	6128
1668	6453
1668	6461
1668	7018
1668	7132
1668	12956
1668	15169
1668	22773
2516	2828
2516	3257
2516	3303
2516	3320
2516	3356
2516	3491
2516	3549
2516	3561
2516	4134
2516	4323
2516	4637
2516	4651
2516	4755
2516	4766
2516	4775
2516	4788
2516	5400
2516	5511
2516	5650
2516	6128
2516	6432
2516	6461
2516	6762
2516	6939
2516	7132
2516	7473
2516	8928
2516	8966
2516	9299
2516	10026
2516	12222
2516	12956
2516	15169
2516	15412
2516	22773
3257	3320
3257	3356
3257	3491
3257	3549
3257	3561
3257	4323
3257	4637
3257	4766
3257	5400
3257	5511
3257	5650
3257	6128
3257	6432
3257	6453
3257	6461
3257	6762
3257	6939
3257	7132
3257	8966
3257	12222
3257	12956
3257	15169
3257	15412
3257	20940
3320	3356
3320	3549
3320	3561
3320	4134
3320	4637
3320	5511
3320	6453
3320	6461
3320	6762
3320	7018
3320	12956
4323	4637
4323	6939
4323	7018
4323	12956
1273	3257
1273	3303
1273	3320
1273	3356
1273	3561
1273	3573
1273	4637
1273	4788
1273	5511
1273	6453
1273	6461
1273	6762
1273	6939
1273	7132
1273	12956
1273	15169
812	3491
812	3561
812	4637
812	6453
812	6461
812	6939
2152	2516
2152	3303
2152	3356
2152	4637
2152	6939
209	701
209	1239
209	1668
209	2516
209	2828
209	2914
209	3257
209	3303
209	3356
209	3549
209	3561
209	4134
209	4637
209	5511
209	6453
209	6461
209	7018
209	7473
209	12956
209	23148
174	209
174	701
174	812
174	1273
174	1299
174	2152
174	2516
174	2828
174	2914
174	3257
174	3303
174	3320
174	3356
174	3491
174	3549
174	3561
174	4134
174	4637
174	4766
174	4788
174	5400
174	5511
174	5650
174	5713
174	6128
174	6453
174	6461
174	6762
174	6939
174	7018
174	7132
174	7473
174	9299
174	12956
174	15169
174	20940
174	22773
